spliced,unspliced,Entry,Length,spliced_peptides_per_thousand_residues
1.0,0.0,Q5JVS0,413,2.4213075060532687
2.0,0.0,Q8TCJ2,826,2.4213075060532687
1.0,0.0,Q8IWF9,413,2.4213075060532687
3.0,0.0,P04920,1241,2.4174053182917006
2.0,0.0,Q9UJ99,828,2.4154589371980677
1.0,0.0,Q8NA57,414,2.4154589371980677
1.0,0.0,Q9UM44,414,2.4154589371980677
1.0,0.0,Q5VU13,414,2.4154589371980677
1.0,0.0,P05543,415,2.4096385542168677
2.0,2.0,Q13488,830,2.4096385542168677
1.0,0.0,Q8TCW7,415,2.4096385542168677
1.0,1.0,Q15018,415,2.4096385542168677
1.0,0.0,Q9H974,415,2.4096385542168677
1.0,0.0,P48730,415,2.4096385542168677
1.0,2.0,Q13761,415,2.4096385542168677
2.0,3.0,Q8IWA0,830,2.4096385542168677
1.0,6.0,Q9Y6K0,416,2.403846153846154
2.0,0.0,O75077,832,2.403846153846154
1.0,1.0,Q9HDC9,416,2.403846153846154
1.0,0.0,Q14CZ8,416,2.403846153846154
1.0,3.0,Q86YD1,416,2.403846153846154
4.0,3.0,Q5VV67,1664,2.403846153846154
1.0,0.0,P02812,416,2.403846153846154
2.0,0.0,Q8NBJ9,832,2.403846153846154
2.0,0.0,Q9BVG8,833,2.4009603841536613
2.0,1.0,O43196,834,2.398081534772182
1.0,0.0,P15151,417,2.398081534772182
2.0,2.0,Q9H7U1,834,2.398081534772182
1.0,0.0,Q02161,417,2.398081534772182
1.0,3.0,Q9NZ32,417,2.398081534772182
1.0,0.0,P15086,417,2.398081534772182
1.0,2.0,P18577,417,2.398081534772182
1.0,0.0,A5PLN9,417,2.398081534772182
3.0,0.0,Q8N398,1253,2.3942537909018355
1.0,0.0,Q6YN16,418,2.3923444976076556
1.0,0.0,Q71F23,418,2.3923444976076556
1.0,0.0,P30989,418,2.3923444976076556
1.0,3.0,Q96AG3,418,2.3923444976076556
1.0,0.0,Q9BT04,418,2.3923444976076556
1.0,0.0,Q7Z698,418,2.3923444976076556
1.0,8.0,P43686,418,2.3923444976076556
1.0,0.0,P01009,418,2.3923444976076556
3.0,0.0,P04626,1255,2.390438247011952
2.0,0.0,Q93050,837,2.389486260454002
2.0,1.0,Q9Y4R8,837,2.389486260454002
1.0,7.0,O14929,419,2.3866348448687353
1.0,0.0,Q16829,419,2.3866348448687353
1.0,9.0,Q7L1Q6,419,2.3866348448687353
1.0,3.0,Q7Z5Y7,419,2.3866348448687353
1.0,4.0,Q8NCF5,419,2.3866348448687353
1.0,1.0,Q8NHQ8,419,2.3866348448687353
1.0,0.0,Q9HCJ6,419,2.3866348448687353
1.0,1.0,O14733,419,2.3866348448687353
1.0,1.0,Q9Y276,419,2.3866348448687353
1.0,0.0,Q9H2S5,420,2.3809523809523814
1.0,3.0,Q9NW64,420,2.3809523809523814
1.0,2.0,O96009,420,2.3809523809523814
1.0,0.0,O14979,420,2.3809523809523814
1.0,0.0,Q13641,420,2.3809523809523814
2.0,0.0,Q6NY19,840,2.3809523809523814
1.0,0.0,Q9NXR5,420,2.3809523809523814
2.0,5.0,Q3KQU3,841,2.378121284185493
1.0,1.0,O75648,421,2.375296912114014
1.0,7.0,Q9BY77,421,2.375296912114014
1.0,0.0,Q9BQS2,421,2.375296912114014
2.0,0.0,P49756,843,2.3724792408066433
2.0,0.0,Q86TV6,843,2.3724792408066433
2.0,0.0,Q6GQQ9,843,2.3724792408066433
1.0,1.0,Q99684,422,2.3696682464454977
1.0,0.0,Q9C075,422,2.3696682464454977
1.0,0.0,Q9BSU1,422,2.3696682464454977
1.0,1.0,Q9GZR2,422,2.3696682464454977
1.0,8.0,O00231,422,2.3696682464454977
2.0,3.0,Q8NE71,845,2.366863905325444
2.0,0.0,Q9HBB8,845,2.366863905325444
1.0,5.0,Q9BXS5,423,2.3640661938534278
1.0,0.0,Q9NYM4,423,2.3640661938534278
1.0,0.0,Q9UBD0,423,2.3640661938534278
1.0,0.0,Q86VE9,423,2.3640661938534278
1.0,0.0,Q9BXW7,423,2.3640661938534278
1.0,0.0,P01011,423,2.3640661938534278
1.0,1.0,Q8IUW3,424,2.3584905660377355
1.0,0.0,Q13309,424,2.3584905660377355
1.0,5.0,Q15427,424,2.3584905660377355
1.0,0.0,Q96A09,425,2.352941176470588
1.0,0.0,Q8N5Z0,425,2.352941176470588
2.0,1.0,O14511,850,2.352941176470588
1.0,0.0,Q2WEN9,425,2.352941176470588
1.0,0.0,Q9BZY9,425,2.352941176470588
1.0,4.0,Q09028,425,2.352941176470588
2.0,1.0,Q9H8H2,851,2.3501762632197414
1.0,0.0,Q6ZS27,426,2.347417840375587
1.0,0.0,A6NEQ2,426,2.347417840375587
1.0,0.0,Q6V9R5,426,2.347417840375587
1.0,0.0,Q7RTY0,426,2.347417840375587
1.0,1.0,Q9UHH9,426,2.347417840375587
1.0,0.0,Q7L8C5,426,2.347417840375587
3.0,2.0,Q12770,1279,2.3455824863174355
1.0,5.0,Q92466,427,2.34192037470726
1.0,0.0,Q9Y606,427,2.34192037470726
1.0,16.0,P36578,427,2.34192037470726
1.0,1.0,O75955,427,2.34192037470726
1.0,0.0,B4DX44,427,2.34192037470726
4.0,0.0,Q9BZZ2,1709,2.3405500292568755
2.0,7.0,Q9HCS7,855,2.3391812865497075
4.0,0.0,Q9Y5S2,1711,2.3378141437755695
1.0,0.0,O15379,428,2.336448598130841
1.0,1.0,Q14254,428,2.336448598130841
1.0,0.0,Q3SYA9,428,2.336448598130841
1.0,0.0,Q86YG4,428,2.336448598130841
1.0,6.0,Q9Y546,428,2.336448598130841
1.0,1.0,Q13838,428,2.336448598130841
1.0,0.0,Q16557,428,2.336448598130841
2.0,2.0,Q9Y487,856,2.336448598130841
1.0,0.0,Q8N3F9,429,2.331002331002331
1.0,0.0,Q9H171,429,2.331002331002331
2.0,2.0,Q9ULT0,858,2.331002331002331
2.0,2.0,Q92598,858,2.331002331002331
2.0,1.0,Q2QGD7,858,2.331002331002331
1.0,0.0,O14863,429,2.331002331002331
1.0,0.0,P43364,429,2.331002331002331
1.0,0.0,Q9NSD4,429,2.331002331002331
2.0,1.0,Q12852,859,2.328288707799767
1.0,0.0,Q8N859,430,2.3255813953488373
1.0,2.0,Q8IV20,430,2.3255813953488373
1.0,1.0,Q9HB15,430,2.3255813953488373
1.0,0.0,Q8N819,430,2.3255813953488373
2.0,0.0,A4D1F6,860,2.3255813953488373
2.0,0.0,Q9H9G7,860,2.3255813953488373
1.0,0.0,Q969Z4,430,2.3255813953488373
1.0,1.0,P40424,430,2.3255813953488373
1.0,0.0,Q6HA08,431,2.320185614849188
1.0,2.0,P28324,431,2.320185614849188
2.0,0.0,Q9HCX4,862,2.320185614849188
3.0,2.0,O75122,1294,2.31839258114374
1.0,0.0,Q8TB61,432,2.314814814814815
1.0,1.0,Q96HH9,432,2.314814814814815
1.0,0.0,P48165,433,2.3094688221709005
1.0,0.0,Q8NGU9,434,2.304147465437788
1.0,1.0,Q96K80,434,2.304147465437788
1.0,2.0,Q13685,434,2.304147465437788
2.0,4.0,Q8WUM4,868,2.304147465437788
1.0,0.0,P51878,434,2.304147465437788
4.0,0.0,Q8IZF0,1738,2.3014959723820483
1.0,0.0,Q5M7Z0,435,2.2988505747126435
1.0,0.0,Q96T53,435,2.2988505747126435
1.0,0.0,Q7Z7L8,435,2.2988505747126435
1.0,0.0,Q86WR7,435,2.2988505747126435
1.0,0.0,Q8N3G9,435,2.2988505747126435
1.0,0.0,Q8N2I9,435,2.2988505747126435
1.0,0.0,O43929,436,2.293577981651376
1.0,1.0,Q9BYT1,436,2.293577981651376
1.0,0.0,Q8NA66,436,2.293577981651376
1.0,0.0,Q8IYS1,436,2.293577981651376
1.0,0.0,Q15118,436,2.293577981651376
1.0,1.0,Q96FJ0,436,2.293577981651376
3.0,1.0,O60307,1309,2.291825821237586
1.0,1.0,Q9UN37,437,2.288329519450801
1.0,1.0,Q13895,437,2.288329519450801
1.0,1.0,Q6NW40,437,2.288329519450801
1.0,0.0,Q9NRS4,437,2.288329519450801
2.0,5.0,Q7L590,875,2.285714285714286
2.0,0.0,Q9NXC5,875,2.285714285714286
1.0,0.0,Q12950,439,2.277904328018223
1.0,0.0,Q53RD9,439,2.277904328018223
1.0,8.0,P01106,439,2.277904328018223
2.0,0.0,Q6DN12,878,2.277904328018223
1.0,2.0,P62191,440,2.2727272727272725
1.0,2.0,Q4G148,440,2.2727272727272725
3.0,0.0,Q8NDW8,1320,2.2727272727272725
1.0,1.0,Q8N0Z6,440,2.2727272727272725
1.0,3.0,Q13363,440,2.2727272727272725
1.0,1.0,Q9NVD3,440,2.2727272727272725
1.0,2.0,Q9BXS6,441,2.2675736961451247
1.0,0.0,O95264,441,2.2675736961451247
1.0,0.0,Q03181,441,2.2675736961451247
1.0,4.0,P14921,441,2.2675736961451247
1.0,0.0,P43694,442,2.2624434389140275
1.0,1.0,Q8NCJ5,442,2.2624434389140275
1.0,1.0,O75386,442,2.2624434389140275
1.0,0.0,Q6VUC0,442,2.2624434389140275
1.0,5.0,Q6PK81,442,2.2624434389140275
1.0,0.0,Q49AR2,442,2.2624434389140275
1.0,0.0,Q00005,443,2.257336343115124
1.0,0.0,Q7L5Y1,443,2.257336343115124
2.0,4.0,Q9Y5Q9,886,2.257336343115124
1.0,0.0,A6NHN6,443,2.257336343115124
4.0,0.0,A6NGW2,1772,2.257336343115124
1.0,2.0,Q07666,443,2.257336343115124
2.0,4.0,Q8NEB9,887,2.254791431792559
2.0,1.0,Q3SYG4,887,2.254791431792559
1.0,4.0,P04350,444,2.2522522522522523
1.0,9.0,Q8TCB0,444,2.2522522522522523
1.0,3.0,O75351,444,2.2522522522522523
2.0,0.0,Q9UL51,889,2.249718785151856
3.0,0.0,Q6ZU69,1335,2.247191011235955
1.0,0.0,Q6PCB0,445,2.247191011235955
1.0,0.0,Q9HAB3,445,2.247191011235955
1.0,2.0,Q9Y5Q0,445,2.247191011235955
2.0,1.0,Q8NDT2,890,2.247191011235955
1.0,0.0,Q93099,445,2.247191011235955
1.0,1.0,Q8WY64,445,2.247191011235955
1.0,0.0,Q9Y5N1,445,2.247191011235955
1.0,0.0,Q15761,445,2.247191011235955
2.0,2.0,Q14693,890,2.247191011235955
6.0,8.0,Q92616,2671,2.2463496817671285
3.0,3.0,Q8TE82,1336,2.245508982035928
2.0,0.0,Q8IWG1,891,2.244668911335578
1.0,0.0,Q9UC06,446,2.242152466367713
1.0,0.0,Q8NEF3,446,2.242152466367713
1.0,0.0,Q59EK9,446,2.242152466367713
1.0,0.0,A6NCK2,446,2.242152466367713
1.0,0.0,A6NLI5,447,2.237136465324385
1.0,3.0,P63151,447,2.237136465324385
1.0,0.0,Q5W5X9,447,2.237136465324385
1.0,1.0,Q9UL15,447,2.237136465324385
1.0,0.0,Q9UK97,447,2.237136465324385
1.0,0.0,Q08AI8,447,2.237136465324385
2.0,5.0,Q9Y2X9,895,2.2346368715083798
1.0,3.0,Q13163,448,2.232142857142857
1.0,0.0,P34910,448,2.232142857142857
1.0,0.0,Q14532,448,2.232142857142857
2.0,1.0,Q6ZN55,896,2.232142857142857
2.0,2.0,O14787,897,2.229654403567447
1.0,3.0,P31943,449,2.2271714922048997
1.0,0.0,Q96N11,449,2.2271714922048997
1.0,0.0,I1YAP6,450,2.2222222222222223
1.0,0.0,P18089,450,2.2222222222222223
1.0,0.0,Q9GZZ6,450,2.2222222222222223
1.0,1.0,Q9NS86,450,2.2222222222222223
1.0,0.0,Q9BU40,450,2.2222222222222223
1.0,0.0,Q13748,450,2.2222222222222223
2.0,2.0,Q5T5J6,900,2.2222222222222223
1.0,2.0,P41240,450,2.2222222222222223
1.0,0.0,P08913,450,2.2222222222222223
1.0,0.0,Q9NWS9,450,2.2222222222222223
1.0,0.0,Q06710,450,2.2222222222222223
4.0,18.0,Q460N5,1801,2.2209883398112162
1.0,0.0,Q9BZJ8,451,2.2172949002217295
1.0,0.0,A6NKC9,451,2.2172949002217295
1.0,3.0,Q9BSI4,451,2.2172949002217295
2.0,0.0,O75891,902,2.2172949002217295
1.0,0.0,P47869,451,2.2172949002217295
1.0,2.0,P48735,452,2.2123893805309733
1.0,0.0,Q9H8Y8,452,2.2123893805309733
1.0,1.0,P49411,452,2.2123893805309733
1.0,0.0,Q96LP2,452,2.2123893805309733
1.0,0.0,Q8N7P7,452,2.2123893805309733
1.0,8.0,Q13418,452,2.2123893805309733
1.0,0.0,Q49A92,452,2.2123893805309733
1.0,0.0,O14764,452,2.2123893805309733
1.0,0.0,Q9BXJ7,453,2.207505518763797
4.0,3.0,Q69YN4,1812,2.207505518763797
1.0,1.0,Q9C073,453,2.207505518763797
1.0,1.0,P22695,453,2.207505518763797
2.0,2.0,P22681,906,2.207505518763797
1.0,0.0,Q16445,453,2.207505518763797
3.0,7.0,P52701,1360,2.2058823529411766
2.0,3.0,P78344,907,2.205071664829107
2.0,0.0,Q9P202,907,2.205071664829107
2.0,13.0,Q13200,908,2.2026431718061676
1.0,2.0,P42167,454,2.2026431718061676
1.0,0.0,P13631,454,2.2026431718061676
1.0,0.0,O60383,454,2.2026431718061676
1.0,0.0,Q9H1Q7,454,2.2026431718061676
1.0,0.0,Q9Y4P8,454,2.2026431718061676
2.0,0.0,O43184,909,2.2002200220022
7.0,9.0,Q6ZS81,3184,2.198492462311558
1.0,0.0,Q9UIR0,455,2.197802197802198
2.0,0.0,Q9HB75,910,2.197802197802198
2.0,11.0,Q7KZF4,910,2.197802197802198
2.0,5.0,Q96EK7,910,2.197802197802198
1.0,10.0,Q9H0S4,455,2.197802197802198
1.0,0.0,Q5TFE4,455,2.197802197802198
2.0,1.0,Q9Y620,910,2.197802197802198
1.0,0.0,Q8N414,455,2.197802197802198
2.0,1.0,Q9Y2U8,911,2.1953896816684964
2.0,6.0,Q8WUA4,911,2.1953896816684964
1.0,0.0,Q6NT16,456,2.1929824561403506
1.0,0.0,Q53H76,456,2.1929824561403506
2.0,2.0,Q92888,912,2.1929824561403506
1.0,2.0,Q9Y265,456,2.1929824561403506
1.0,0.0,Q6P9B6,456,2.1929824561403506
3.0,0.0,Q5JR59,1369,2.191380569758948
1.0,0.0,Q9NR12,457,2.1881838074398248
2.0,0.0,Q9BXP2,914,2.1881838074398248
2.0,0.0,Q12967,914,2.1881838074398248
1.0,0.0,Q4AE62,458,2.1834061135371177
1.0,0.0,Q96DT6,458,2.1834061135371177
1.0,0.0,Q05901,458,2.1834061135371177
1.0,0.0,Q5VWP3,458,2.1834061135371177
1.0,0.0,Q8N4F0,458,2.1834061135371177
1.0,0.0,O60269,458,2.1834061135371177
1.0,3.0,Q9H7Z6,458,2.1834061135371177
1.0,0.0,P28335,458,2.1834061135371177
6.0,6.0,Q9UQ35,2752,2.1802325581395348
1.0,0.0,Q8N412,459,2.1786492374727673
1.0,0.0,Q9Y330,459,2.1786492374727673
1.0,0.0,Q9NWZ3,460,2.1739130434782608
1.0,3.0,Q9HAH7,460,2.1739130434782608
1.0,0.0,P11229,460,2.1739130434782608
1.0,1.0,P56182,461,2.1691973969631237
1.0,3.0,P13489,461,2.1691973969631237
1.0,0.0,Q7L945,461,2.1691973969631237
1.0,0.0,Q8N539,461,2.1691973969631237
1.0,0.0,Q8TAL5,461,2.1691973969631237
4.0,7.0,Q5VYK3,1845,2.168021680216802
1.0,1.0,Q96CB8,462,2.1645021645021645
1.0,0.0,Q15465,462,2.1645021645021645
1.0,1.0,Q96EZ8,462,2.1645021645021645
1.0,16.0,P68104,462,2.1645021645021645
1.0,2.0,Q9HD26,462,2.1645021645021645
1.0,1.0,Q86Y97,462,2.1645021645021645
1.0,2.0,Q9BQG2,462,2.1645021645021645
4.0,0.0,Q6ZVL6,1849,2.163331530557058
2.0,4.0,P57737,925,2.1621621621621623
1.0,0.0,Q9P2R7,463,2.1598272138228944
1.0,1.0,Q9Y230,463,2.1598272138228944
1.0,2.0,Q8TBC4,463,2.1598272138228944
1.0,0.0,Q6NXR0,463,2.1598272138228944
1.0,0.0,Q658T7,463,2.1598272138228944
2.0,0.0,Q8TE49,926,2.1598272138228944
2.0,0.0,Q9P2F5,926,2.1598272138228944
1.0,0.0,A6NDY2,464,2.155172413793103
3.0,8.0,A3KN83,1393,2.1536252692031588
2.0,0.0,Q9Y5G1,929,2.1528525296017222
2.0,0.0,Q6XUX3,929,2.1528525296017222
4.0,0.0,Q8IZC6,1860,2.150537634408602
1.0,4.0,Q15208,465,2.150537634408602
1.0,1.0,O15427,465,2.150537634408602
1.0,1.0,Q9BUB5,465,2.150537634408602
1.0,0.0,P56159,465,2.150537634408602
1.0,0.0,Q13231,466,2.1459227467811157
1.0,0.0,O75390,466,2.1459227467811157
1.0,0.0,P08172,466,2.1459227467811157
1.0,0.0,P08709,466,2.1459227467811157
1.0,0.0,Q86VR2,466,2.1459227467811157
1.0,0.0,Q4KMZ1,466,2.1459227467811157
2.0,0.0,O60330,932,2.1459227467811157
1.0,0.0,Q6UXE8,466,2.1459227467811157
1.0,0.0,Q0D2K0,466,2.1459227467811157
2.0,0.0,P06401,933,2.1436227224008575
1.0,0.0,P21917,467,2.1413276231263385
1.0,0.0,Q96ID5,467,2.1413276231263385
1.0,0.0,Q86YB8,467,2.1413276231263385
2.0,7.0,P11586,935,2.1390374331550803
1.0,0.0,Q07869,468,2.136752136752137
1.0,1.0,P30532,468,2.136752136752137
1.0,0.0,Q7Z3Y9,468,2.136752136752137
1.0,0.0,Q8N5J2,469,2.1321961620469083
1.0,0.0,Q92504,469,2.1321961620469083
1.0,0.0,Q5R3I4,469,2.1321961620469083
1.0,0.0,Q9NSD7,469,2.1321961620469083
1.0,4.0,Q53EL6,469,2.1321961620469083
1.0,3.0,Q9NWK9,470,2.127659574468085
1.0,0.0,Q969G9,470,2.127659574468085
1.0,0.0,Q9H295,470,2.127659574468085
1.0,0.0,P39900,470,2.127659574468085
1.0,1.0,Q96TC7,470,2.127659574468085
1.0,0.0,Q495N2,470,2.127659574468085
2.0,0.0,Q9UFE4,941,2.1253985122210413
2.0,0.0,Q9UN75,941,2.1253985122210413
2.0,1.0,Q86UX2,942,2.1231422505307855
1.0,1.0,Q8N594,471,2.1231422505307855
1.0,1.0,Q9H6A0,471,2.1231422505307855
1.0,0.0,Q8NCK7,471,2.1231422505307855
2.0,0.0,Q96JK2,942,2.1231422505307855
1.0,0.0,Q9BZI1,471,2.1231422505307855
1.0,0.0,Q6UX04,472,2.1186440677966103
4.0,2.0,Q6ZT12,1888,2.1186440677966103
1.0,0.0,P55317,472,2.1186440677966103
1.0,0.0,Q96N66,472,2.1186440677966103
1.0,0.0,Q6PHR2,472,2.1186440677966103
1.0,7.0,P41091,472,2.1186440677966103
1.0,0.0,Q96C00,473,2.1141649048625792
1.0,0.0,Q96MU8,473,2.1141649048625792
1.0,0.0,Q6ZS72,473,2.1141649048625792
1.0,0.0,P30307,473,2.1141649048625792
1.0,0.0,P08779,473,2.1141649048625792
3.0,0.0,Q86US8,1419,2.1141649048625792
1.0,0.0,Q6P1R4,473,2.1141649048625792
3.0,0.0,Q68DA7,1419,2.1141649048625792
1.0,0.0,Q6ZUS6,474,2.109704641350211
1.0,0.0,Q8NBP5,474,2.109704641350211
1.0,1.0,P48637,474,2.109704641350211
1.0,0.0,Q86TL0,474,2.109704641350211
1.0,0.0,P41235,474,2.109704641350211
1.0,0.0,O60809,474,2.109704641350211
3.0,10.0,Q9Y6Q9,1424,2.106741573033708
1.0,0.0,A0PJY2,475,2.1052631578947367
1.0,0.0,Q96PL5,475,2.1052631578947367
1.0,0.0,Q53QZ3,475,2.1052631578947367
2.0,0.0,Q86TH1,951,2.103049421661409
1.0,0.0,O75674,476,2.100840336134454
1.0,0.0,Q96QF0,476,2.100840336134454
1.0,5.0,Q92917,476,2.100840336134454
1.0,0.0,Q8N9V3,476,2.100840336134454
2.0,3.0,Q99460,953,2.0986358866736623
1.0,0.0,Q9BVS5,477,2.0964360587002098
1.0,0.0,Q6ZMU5,477,2.0964360587002098
1.0,1.0,O14770,477,2.0964360587002098
1.0,1.0,P40123,477,2.0964360587002098
2.0,0.0,Q02779,954,2.0964360587002098
2.0,0.0,Q9H013,955,2.0942408376963355
4.0,0.0,Q5TCS8,1911,2.0931449502878077
1.0,0.0,Q9NR11,478,2.092050209205021
2.0,2.0,Q9UK96,956,2.092050209205021
1.0,1.0,O95995,478,2.092050209205021
1.0,0.0,Q9UNN4,478,2.092050209205021
2.0,0.0,O00339,956,2.092050209205021
1.0,4.0,Q9NUU7,478,2.092050209205021
1.0,0.0,Q96PB7,478,2.092050209205021
1.0,0.0,Q2M2I3,478,2.092050209205021
1.0,1.0,P50579,478,2.092050209205021
1.0,0.0,P34969,479,2.08768267223382
1.0,0.0,Q9UBD6,479,2.08768267223382
1.0,3.0,P09086,479,2.08768267223382
2.0,0.0,Q02241,960,2.0833333333333335
1.0,4.0,Q13118,480,2.0833333333333335
2.0,0.0,O00192,962,2.079002079002079
1.0,0.0,Q8N9B8,481,2.079002079002079
2.0,0.0,Q6NV74,962,2.079002079002079
1.0,0.0,A6NK06,481,2.079002079002079
2.0,0.0,Q14114,963,2.0768431983385254
1.0,1.0,P11182,482,2.074688796680498
1.0,2.0,Q92599,483,2.070393374741201
1.0,6.0,Q6STE5,483,2.070393374741201
1.0,2.0,Q9Y6V7,483,2.070393374741201
2.0,2.0,Q2KHM9,967,2.0682523267838677
1.0,0.0,Q9BXL5,484,2.066115702479339
1.0,0.0,Q8WWR8,484,2.066115702479339
1.0,3.0,O75354,484,2.066115702479339
1.0,0.0,Q8TDL5,484,2.066115702479339
2.0,0.0,Q9Y5W8,968,2.066115702479339
1.0,4.0,P30566,484,2.066115702479339
1.0,0.0,P51648,485,2.061855670103093
4.0,3.0,A7E2Y1,1941,2.060793405461103
4.0,0.0,Q562E7,1941,2.060793405461103
2.0,9.0,Q15029,972,2.05761316872428
1.0,1.0,Q8WVB3,486,2.05761316872428
1.0,0.0,O95704,486,2.05761316872428
1.0,0.0,Q9NS84,486,2.05761316872428
1.0,6.0,P14317,486,2.05761316872428
1.0,0.0,Q6ZSM3,486,2.05761316872428
2.0,0.0,Q8TC59,973,2.055498458376156
1.0,2.0,Q6P1A2,487,2.053388090349076
1.0,0.0,Q8NDZ6,487,2.053388090349076
1.0,0.0,Q86XT4,487,2.053388090349076
2.0,5.0,Q9UI26,975,2.051282051282051
9.0,1.0,Q5THJ4,4388,2.051048313582498
1.0,4.0,Q92769,488,2.0491803278688527
1.0,0.0,Q9BYJ4,488,2.0491803278688527
1.0,1.0,Q5XUX1,488,2.0491803278688527
1.0,0.0,Q96EW2,488,2.0491803278688527
1.0,0.0,P58335,489,2.044989775051125
1.0,0.0,Q9BR76,489,2.044989775051125
1.0,2.0,Q9BQC3,489,2.044989775051125
1.0,0.0,Q9BW62,490,2.0408163265306123
1.0,1.0,Q9H0R1,490,2.0408163265306123
1.0,0.0,O15151,490,2.0408163265306123
1.0,1.0,Q8TD55,490,2.0408163265306123
1.0,3.0,O14879,490,2.0408163265306123
1.0,0.0,Q8TAV3,490,2.0408163265306123
2.0,1.0,O94985,981,2.0387359836901124
2.0,0.0,Q9BYT9,981,2.0387359836901124
1.0,0.0,Q86VY9,491,2.0366598778004072
1.0,2.0,O75449,491,2.0366598778004072
1.0,2.0,Q8NBI5,491,2.0366598778004072
1.0,0.0,Q75N03,491,2.0366598778004072
1.0,2.0,Q92733,491,2.0366598778004072
1.0,0.0,Q9H8X2,491,2.0366598778004072
2.0,0.0,Q5H8A4,983,2.0345879959308237
1.0,0.0,Q9HCJ1,492,2.032520325203252
1.0,1.0,A8MYZ6,492,2.032520325203252
1.0,0.0,P58005,492,2.032520325203252
1.0,0.0,O60784,492,2.032520325203252
1.0,0.0,O14926,492,2.032520325203252
1.0,0.0,Q9UNW9,492,2.032520325203252
1.0,1.0,Q969Y2,492,2.032520325203252
4.0,0.0,Q05BV3,1969,2.031488065007618
3.0,0.0,Q9BQS8,1478,2.0297699594046006
1.0,0.0,Q8NER5,493,2.028397565922921
1.0,2.0,Q9NX74,493,2.028397565922921
1.0,0.0,P05181,493,2.028397565922921
1.0,0.0,Q12805,493,2.028397565922921
1.0,1.0,O95376,493,2.028397565922921
1.0,1.0,Q96DC7,493,2.028397565922921
1.0,0.0,Q9UKU9,493,2.028397565922921
1.0,0.0,O60422,494,2.0242914979757085
1.0,0.0,Q86W11,494,2.0242914979757085
1.0,2.0,Q08170,494,2.0242914979757085
2.0,2.0,O75448,989,2.0222446916076846
1.0,0.0,O60548,495,2.0202020202020203
1.0,0.0,P49802,495,2.0202020202020203
1.0,2.0,Q86SX3,495,2.0202020202020203
1.0,0.0,Q8NE00,496,2.0161290322580645
1.0,4.0,O60443,496,2.0161290322580645
1.0,0.0,Q69YU3,496,2.0161290322580645
1.0,0.0,P24298,496,2.0161290322580645
1.0,0.0,P0DJD4,496,2.0161290322580645
1.0,3.0,Q9UJA5,497,2.012072434607646
2.0,0.0,Q53EL9,994,2.012072434607646
1.0,2.0,Q9BRR6,497,2.012072434607646
1.0,0.0,O60779,497,2.012072434607646
1.0,0.0,Q6ZNH5,498,2.008032128514056
1.0,0.0,O60551,498,2.008032128514056
1.0,2.0,Q12834,499,2.004008016032064
1.0,0.0,Q8IYK2,499,2.004008016032064
1.0,0.0,P05546,499,2.004008016032064
1.0,0.0,O75346,499,2.004008016032064
1.0,6.0,P15170,499,2.004008016032064
2.0,0.0,P32926,999,2.002002002002002
3.0,0.0,Q9Y4G8,1499,2.0013342228152102
1.0,0.0,Q6PIU1,500,2.0
1.0,0.0,O95502,500,2.0
1.0,2.0,Q06330,500,2.0
1.0,0.0,P53985,500,2.0
3.0,0.0,Q5THR3,1501,1.998667554963358
1.0,0.0,Q9UPY5,501,1.996007984031936
1.0,0.0,P11230,501,1.996007984031936
1.0,1.0,Q9NSY0,501,1.996007984031936
1.0,0.0,Q0P670,501,1.996007984031936
1.0,0.0,Q9UNU6,501,1.996007984031936
1.0,1.0,Q13610,501,1.996007984031936
1.0,0.0,O15488,501,1.996007984031936
1.0,1.0,Q9BUB4,502,1.9920318725099602
1.0,0.0,P42768,502,1.9920318725099602
1.0,1.0,Q12800,502,1.9920318725099602
2.0,0.0,O43491,1005,1.990049751243781
1.0,0.0,P15538,503,1.9880715705765406
1.0,3.0,Q92985,503,1.9880715705765406
2.0,0.0,O43150,1006,1.9880715705765406
1.0,4.0,Q16850,503,1.9880715705765406
1.0,0.0,Q8WWU5,503,1.9880715705765406
1.0,0.0,P08684,503,1.9880715705765406
2.0,0.0,O43424,1007,1.9860973187686195
1.0,0.0,Q18PE1,504,1.984126984126984
1.0,1.0,Q96AD5,504,1.984126984126984
1.0,0.0,Q9BSA9,504,1.984126984126984
1.0,0.0,Q6P597,504,1.984126984126984
1.0,1.0,Q9NU19,505,1.9801980198019802
1.0,0.0,P23759,505,1.9801980198019802
1.0,9.0,P30101,505,1.9801980198019802
2.0,0.0,A2A2Z9,1011,1.9782393669634024
2.0,9.0,Q86YV0,1011,1.9782393669634024
1.0,1.0,B2RXH2,506,1.976284584980237
1.0,0.0,Q96BZ4,506,1.976284584980237
1.0,0.0,P51956,506,1.976284584980237
1.0,0.0,Q9NQH7,507,1.9723865877712032
1.0,0.0,Q13064,507,1.9723865877712032
1.0,0.0,Q9Y672,507,1.9723865877712032
1.0,0.0,P78386,507,1.9723865877712032
2.0,10.0,P09874,1014,1.9723865877712032
1.0,0.0,Q96KN2,507,1.9723865877712032
1.0,0.0,P19235,508,1.968503937007874
1.0,0.0,Q9BYG8,508,1.968503937007874
1.0,1.0,P08651,508,1.968503937007874
2.0,3.0,P54198,1017,1.9665683382497543
1.0,1.0,P06239,509,1.9646365422396854
